phrase,category,cluster
deep end,Patio_Lawn_and_Garden,1
pop of color,Patio_Lawn_and_Garden,1
small patio,Patio_Lawn_and_Garden,1
heavy duty,Arts_Crafts_and_Sewing,1
big deal,Arts_Crafts_and_Sewing,1
large quantity,Arts_Crafts_and_Sewing,1
plenty of room,Arts_Crafts_and_Sewing,1
much room,Arts_Crafts_and_Sewing,1
enough room,Arts_Crafts_and_Sewing,1
big problem,Arts_Crafts_and_Sewing,1
phone case,Arts_Crafts_and_Sewing,1
last minute,Arts_Crafts_and_Sewing,1
large area,Arts_Crafts_and_Sewing,1
large project,Arts_Crafts_and_Sewing,1
heavy material,Arts_Crafts_and_Sewing,1
big plus,Arts_Crafts_and_Sewing,1
big difference,Arts_Crafts_and_Sewing,1
heavy use,Arts_Crafts_and_Sewing,1
big hit,Arts_Crafts_and_Sewing,1
large stamp,Arts_Crafts_and_Sewing,1
huge mess,Arts_Crafts_and_Sewing,1
big disappointment,Arts_Crafts_and_Sewing,1
fast arrival,Arts_Crafts_and_Sewing,1
big mistake,Arts_Crafts_and_Sewing,1
big fan,Arts_Crafts_and_Sewing,1
arrival date,Arts_Crafts_and_Sewing,1
sizzix big shot,Arts_Crafts_and_Sewing,1
big shot machine,Arts_Crafts_and_Sewing,1
exact replacement,Automotive,1
exact fit replacement,Automotive,2
exact oem replacement,Automotive,1
factory replacement,Automotive,1
direct fit replacement,Automotive,2
identical replacement,Automotive,1
replacement parts,Automotive,1
correct item,Automotive,1
correct product,Automotive,1
correct model,Automotive,1
quick delivery,Automotive,1
fast delivery,Automotive,1
super fast shipping,Automotive,1
reasonable cost,Automotive,1
correct parts,Automotive,1
timely manner,Automotive,1
correct fit,Automotive,2
correct size,Automotive,1
timely matter,Automotive,1
extra cost,Automotive,1
speed of delivery,Automotive,1
delivery time,Automotive,1
shipping cost,Automotive,1
accurate description,Automotive,1
value for money,Automotive,1
quick snack,Grocery_and_Gourmet_Food,1
delicious snack,Grocery_and_Gourmet_Food,1
healthy snack,Grocery_and_Gourmet_Food,1
satisfying snack,Grocery_and_Gourmet_Food,1
grocery stores,Grocery_and_Gourmet_Food,1
regular grocery store,Grocery_and_Gourmet_Food,1
local groceries,Grocery_and_Gourmet_Food,1
local grocery store,Grocery_and_Gourmet_Food,1
fresh garlic,Grocery_and_Gourmet_Food,1
fresh tomatoes,Grocery_and_Gourmet_Food,1
new flavor,Grocery_and_Gourmet_Food,1
servings per container,Grocery_and_Gourmet_Food,1
fresh herbs,Grocery_and_Gourmet_Food,1
whole foods,Grocery_and_Gourmet_Food,1
snack food,Grocery_and_Gourmet_Food,1
go snack,Grocery_and_Gourmet_Food,1
corn nuts,Grocery_and_Gourmet_Food,1
cooking time,Grocery_and_Gourmet_Food,1
fresh market,Grocery_and_Gourmet_Food,1
specialty stores,Grocery_and_Gourmet_Food,1
cooking needs,Grocery_and_Gourmet_Food,1
fresh candy,Grocery_and_Gourmet_Food,1
spicy foods,Grocery_and_Gourmet_Food,1
fresh product,Grocery_and_Gourmet_Food,1
snack size,Grocery_and_Gourmet_Food,1
black ink,Office_Products,1
blue ink,Office_Products,1
smooth ink,Office_Products,1
fountain pen ink,Office_Products,1
color ink,Office_Products,1
gel ink,Office_Products,1
little ink,Office_Products,1
much ink,Office_Products,1
enough ink,Office_Products,1
black color,Office_Products,1
black cartridge,Office_Products,4
black streaks,Office_Products,1
black marks,Office_Products,1
black lines,Office_Products,1
black pen,Office_Products,1
black background,Office_Products,1
colored pencils,Office_Products,1
gorgeous cards,Office_Products,1
black ones,Office_Products,1
little girl,Office_Products,1
baby girl,Office_Products,1
ink dries,Office_Products,1
black light,Office_Products,1
ink pad,Office_Products,1
gorgeous photos,Office_Products,1
front yard,Patio_Lawn_and_Garden,1
back yard,Patio_Lawn_and_Garden,1
local garden center,Patio_Lawn_and_Garden,0
front garden,Patio_Lawn_and_Garden,0
front porch,Patio_Lawn_and_Garden,1
yard work,Patio_Lawn_and_Garden,1
yard sign,Patio_Lawn_and_Garden,1
small yard,Patio_Lawn_and_Garden,1
large yard,Patio_Lawn_and_Garden,1
chicken coop,Patio_Lawn_and_Garden,1
down side,Patio_Lawn_and_Garden,1
whole yard,Patio_Lawn_and_Garden,1
drop in replacement,Patio_Lawn_and_Garden,1
bottom line,Patio_Lawn_and_Garden,1
yard flag,Patio_Lawn_and_Garden,1
little shorter,Patio_Lawn_and_Garden,1
side by side,Patio_Lawn_and_Garden,1
spare parts,Patio_Lawn_and_Garden,1
umbrella base,Patio_Lawn_and_Garden,1
back side,Patio_Lawn_and_Garden,1
protected area,Patio_Lawn_and_Garden,1
left side,Patio_Lawn_and_Garden,1
yard sale,Patio_Lawn_and_Garden,1
yard art,Patio_Lawn_and_Garden,1
extra parts,Patio_Lawn_and_Garden,1
sewing machine,Arts_Crafts_and_Sewing,1
brother machine,Arts_Crafts_and_Sewing,1
sizzix machine,Arts_Crafts_and_Sewing,1
embroidery machine,Arts_Crafts_and_Sewing,1
sewing kit,Arts_Crafts_and_Sewing,1
sewing box,Arts_Crafts_and_Sewing,1
detailed instructions,Arts_Crafts_and_Sewing,1
clear instructions,Arts_Crafts_and_Sewing,1
easy instructions,Arts_Crafts_and_Sewing,1
pattern instructions,Arts_Crafts_and_Sewing,1
assembly instructions,Arts_Crafts_and_Sewing,1
helpful tool,Arts_Crafts_and_Sewing,1
handy tool,Arts_Crafts_and_Sewing,1
useful tool,Arts_Crafts_and_Sewing,1
complete kit,Arts_Crafts_and_Sewing,1
little tool,Arts_Crafts_and_Sewing,1
user error,Arts_Crafts_and_Sewing,1
old machine,Arts_Crafts_and_Sewing,1
sewing project,Arts_Crafts_and_Sewing,1
sewing room,Arts_Crafts_and_Sewing,1
origami paper,Arts_Crafts_and_Sewing,1
tool box,Arts_Crafts_and_Sewing,1
crochet thread,Arts_Crafts_and_Sewing,1
crochet hook,Arts_Crafts_and_Sewing,1
scrapbooking pages,Arts_Crafts_and_Sewing,1
wrong size,Automotive,1
proper size,Automotive,1
actual size,Automotive,1
full size,Automotive,1
different size,Automotive,1
correct size,Automotive,1
small size,Automotive,1
large size,Automotive,1
next size,Automotive,1
fifth wheel,Automotive,1
spare tire,Automotive,1
tire size,Automotive,1
tire pressure,Automotive,1
cold air intake,Automotive,1
old carb,Automotive,1
front wheels,Automotive,1
matter of fact,Automotive,1
wheel drive,Automotive,1
new tires,Automotive,1
stock tires,Automotive,1
old pump,Automotive,1
im sure,Automotive,1
same time,Automotive,1
extra time,Automotive,1
end caps,Automotive,1
red velvet cake,Grocery_and_Gourmet_Food,1
ice cream cake,Grocery_and_Gourmet_Food,1
carrot cake,Grocery_and_Gourmet_Food,1
rich flavor,Grocery_and_Gourmet_Food,1
fantastic flavor,Grocery_and_Gourmet_Food,1
cheese flavor,Grocery_and_Gourmet_Food,1
bacon flavor,Grocery_and_Gourmet_Food,1
peanut butter flavor,Grocery_and_Gourmet_Food,1
bbq sauce,Grocery_and_Gourmet_Food,1
steak sauce,Grocery_and_Gourmet_Food,1
stir fry,Grocery_and_Gourmet_Food,1
stir fries,Grocery_and_Gourmet_Food,1
yum yum,Grocery_and_Gourmet_Food,1
little flavor,Grocery_and_Gourmet_Food,1
pie filling,Grocery_and_Gourmet_Food,1
tomato sauce,Grocery_and_Gourmet_Food,1
butter cookies,Grocery_and_Gourmet_Food,1
almond butter,Grocery_and_Gourmet_Food,1
spicy food,Grocery_and_Gourmet_Food,1
cake topper,Grocery_and_Gourmet_Food,1
balsamic vinegar,Grocery_and_Gourmet_Food,1
cake mixes,Grocery_and_Gourmet_Food,1
salad dressing,Grocery_and_Gourmet_Food,1
chicken noodle soup,Grocery_and_Gourmet_Food,1
tasty sauce,Grocery_and_Gourmet_Food,1
hp printer,Office_Products,1
hp officejet pro,Office_Products,1
hp ink,Office_Products,1
hp cartridges,Office_Products,1
original hp cartridge,Office_Products,4
ink jet printer,Office_Products,1
color printer,Office_Products,1
laser printer,Office_Products,1
printer paper,Office_Products,1
different printers,Office_Products,1
hp brand,Office_Products,1
label printer,Office_Products,1
photo printer,Office_Products,1
thermal printer,Office_Products,1
dymo printer,Office_Products,1
hp product,Office_Products,1
old printer,Office_Products,1
new printer,Office_Products,1
clear printing,Office_Products,1
dell printer,Office_Products,1
kodak printer,Office_Products,1
brother printer,Office_Products,1
cannon printer,Office_Products,1
ink cartridges,Office_Products,1
genuine hp,Office_Products,1
hot tub,Patio_Lawn_and_Garden,1
hot grill,Patio_Lawn_and_Garden,1
outdoor kitchen,Patio_Lawn_and_Garden,1
little tight,Patio_Lawn_and_Garden,1
tight fit,Patio_Lawn_and_Garden,2
black thumb,Patio_Lawn_and_Garden,1
green thumb,Patio_Lawn_and_Garden,1
hot peppers,Patio_Lawn_and_Garden,1
hot dogs,Patio_Lawn_and_Garden,1
hot summer,Patio_Lawn_and_Garden,1
hot days,Patio_Lawn_and_Garden,1
outdoor flag,Patio_Lawn_and_Garden,1
drain hole,Patio_Lawn_and_Garden,1
hot water,Patio_Lawn_and_Garden,1
screw holes,Patio_Lawn_and_Garden,1
outdoor mat,Patio_Lawn_and_Garden,1
tight spaces,Patio_Lawn_and_Garden,1
mini garden,Patio_Lawn_and_Garden,0
kitchen counter,Patio_Lawn_and_Garden,1
outdoor furniture,Patio_Lawn_and_Garden,1
outdoor decor,Patio_Lawn_and_Garden,1
hot sun,Patio_Lawn_and_Garden,1
bare feet,Patio_Lawn_and_Garden,1
gorgeous flag,Patio_Lawn_and_Garden,1
wet paper towel,Patio_Lawn_and_Garden,1
charm bracelet,Arts_Crafts_and_Sewing,1
pandora bracelet,Arts_Crafts_and_Sewing,1
wrap bracelets,Arts_Crafts_and_Sewing,1
pair of earrings,Arts_Crafts_and_Sewing,1
leather vest,Arts_Crafts_and_Sewing,1
motorcycle vest,Arts_Crafts_and_Sewing,1
little charms,Arts_Crafts_and_Sewing,1
small charms,Arts_Crafts_and_Sewing,1
jean jacket,Arts_Crafts_and_Sewing,1
lovely fabric,Arts_Crafts_and_Sewing,1
gorgeous fabric,Arts_Crafts_and_Sewing,1
christmas decoration,Arts_Crafts_and_Sewing,1
pearl necklace,Arts_Crafts_and_Sewing,1
gorgeous necklace,Arts_Crafts_and_Sewing,1
shiny silver,Arts_Crafts_and_Sewing,1
handmade jewelry,Arts_Crafts_and_Sewing,1
jewelry pieces,Arts_Crafts_and_Sewing,1
jewelry store,Arts_Crafts_and_Sewing,1
fabric store,Arts_Crafts_and_Sewing,1
jewelry look,Arts_Crafts_and_Sewing,1
bead work,Arts_Crafts_and_Sewing,1
swarovski beads,Arts_Crafts_and_Sewing,1
cheap fabric,Arts_Crafts_and_Sewing,1
baby sweater,Arts_Crafts_and_Sewing,1
brooch bouquet,Arts_Crafts_and_Sewing,1
direct fit,Automotive,2
proper fit,Automotive,2
custom fit,Automotive,2
fit right,Automotive,2
fit well,Automotive,2
fit fine,Automotive,3
only brand,Automotive,1
factory replacement,Automotive,1
exact fit replacement,Automotive,2
fit like factory,Automotive,2
direct replacement,Automotive,1
super duty,Automotive,1
original pump,Automotive,4
full refund,Automotive,1
full price,Automotive,1
plenty of room,Automotive,1
factory specs,Automotive,1
different brand,Automotive,1
original parts,Automotive,4
fit vehicle,Automotive,2
full set,Automotive,1
phone number,Automotive,1
parking lot,Automotive,1
poor fit,Automotive,2
original key,Automotive,4
yummy stuff,Grocery_and_Gourmet_Food,1
yummy cookies,Grocery_and_Gourmet_Food,1
yummy snack,Grocery_and_Gourmet_Food,1
yummy candy,Grocery_and_Gourmet_Food,1
too salty,Grocery_and_Gourmet_Food,1
little salty,Grocery_and_Gourmet_Food,1
overly sweet,Grocery_and_Gourmet_Food,1
sickly sweet,Grocery_and_Gourmet_Food,1
super yummy,Grocery_and_Gourmet_Food,1
yummy yummy,Grocery_and_Gourmet_Food,1
ice packs,Grocery_and_Gourmet_Food,1
ice cubes,Grocery_and_Gourmet_Food,1
ice cream,Grocery_and_Gourmet_Food,1
rich flavor,Grocery_and_Gourmet_Food,1
vanilla extract,Grocery_and_Gourmet_Food,1
cream cheese,Grocery_and_Gourmet_Food,1
sweet potatoes,Grocery_and_Gourmet_Food,1
creme brulee,Grocery_and_Gourmet_Food,1
caramel corn,Grocery_and_Gourmet_Food,1
brown rice,Grocery_and_Gourmet_Food,1
smooth taste,Grocery_and_Gourmet_Food,1
grainy texture,Grocery_and_Gourmet_Food,1
heavy cream,Grocery_and_Gourmet_Food,1
sweet treat,Grocery_and_Gourmet_Food,1
smooth coffee,Grocery_and_Gourmet_Food,1
fountain pen,Office_Products,1
reading glasses,Office_Products,1
print heads,Office_Products,1
pencil cup,Office_Products,1
packing tape,Office_Products,1
paper jam,Office_Products,1
sheets of paper,Office_Products,1
ream of paper,Office_Products,1
sticky tape,Office_Products,1
heavy paper,Office_Products,1
thick paper,Office_Products,1
paper tray,Office_Products,1
hard cover,Office_Products,1
black pen,Office_Products,1
red pen,Office_Products,1
pen looks,Office_Products,1
fun pen,Office_Products,1
different pen,Office_Products,1
fantastic pen,Office_Products,1
print outs,Office_Products,1
tape dispenser,Office_Products,1
pencil sharpeners,Office_Products,1
fine print,Office_Products,3
small print,Office_Products,1
sheet protectors,Office_Products,1
wrong size,Patio_Lawn_and_Garden,1
correct size,Patio_Lawn_and_Garden,1
length of time,Patio_Lawn_and_Garden,1
small size,Patio_Lawn_and_Garden,1
decent size,Patio_Lawn_and_Garden,1
proper size,Patio_Lawn_and_Garden,1
large size,Patio_Lawn_and_Garden,1
different size,Patio_Lawn_and_Garden,1
actual size,Patio_Lawn_and_Garden,1
next size,Patio_Lawn_and_Garden,1
old carb,Patio_Lawn_and_Garden,1
front wheels,Patio_Lawn_and_Garden,1
full size,Patio_Lawn_and_Garden,1
little light weight,Patio_Lawn_and_Garden,1
matter of fact,Patio_Lawn_and_Garden,1
old pump,Patio_Lawn_and_Garden,1
same time,Patio_Lawn_and_Garden,1
right amount,Patio_Lawn_and_Garden,1
plenty of time,Patio_Lawn_and_Garden,1
back side,Patio_Lawn_and_Garden,1
exact same thing,Patio_Lawn_and_Garden,1
much difference,Patio_Lawn_and_Garden,1
hard time,Patio_Lawn_and_Garden,1
couple times,Patio_Lawn_and_Garden,1
did not germinate,Patio_Lawn_and_Garden,1
baby shower,Arts_Crafts_and_Sewing,1
baby boy,Arts_Crafts_and_Sewing,1
little boy,Arts_Crafts_and_Sewing,1
little guys,Arts_Crafts_and_Sewing,1
hello kitty,Arts_Crafts_and_Sewing,1
baby girl,Arts_Crafts_and_Sewing,1
little girls,Arts_Crafts_and_Sewing,1
young lady,Arts_Crafts_and_Sewing,1
baby pink,Arts_Crafts_and_Sewing,1
baby blue,Arts_Crafts_and_Sewing,1
thanks guys,Arts_Crafts_and_Sewing,1
baby blanket,Arts_Crafts_and_Sewing,1
rip off,Arts_Crafts_and_Sewing,1
love em,Arts_Crafts_and_Sewing,1
little bent,Arts_Crafts_and_Sewing,1
little rough,Arts_Crafts_and_Sewing,1
hole punch,Arts_Crafts_and_Sewing,1
teddy bears,Arts_Crafts_and_Sewing,1
cool stuff,Arts_Crafts_and_Sewing,1
little holes,Arts_Crafts_and_Sewing,1
baby sweater,Arts_Crafts_and_Sewing,1
baby clothes,Arts_Crafts_and_Sewing,1
cant wait,Arts_Crafts_and_Sewing,1
didnt work,Arts_Crafts_and_Sewing,1
looks cool,Arts_Crafts_and_Sewing,1
license plate,Automotive,1
direct bolt,Automotive,1
new bolts,Automotive,1
led lights,Automotive,1
fog lights,Automotive,1
reverse lights,Automotive,1
stock lights,Automotive,1
back window,Automotive,1
rear window,Automotive,1
easy assembly,Automotive,1
replacement mirror,Automotive,1
broken mirror,Automotive,1
strong magnet,Automotive,1
return window,Automotive,1
backing plate,Automotive,1
pressure plate,Automotive,1
light output,Automotive,1
lights work,Automotive,1
mounting hardware,Automotive,1
skid plate,Automotive,1
motor mount,Automotive,1
little light,Automotive,1
door frame,Automotive,1
truck window,Automotive,1
master cylinder,Automotive,1
much flavor,Grocery_and_Gourmet_Food,1
subtle flavor,Grocery_and_Gourmet_Food,1
little flavor,Grocery_and_Gourmet_Food,1
enough flavor,Grocery_and_Gourmet_Food,1
fantastic flavor,Grocery_and_Gourmet_Food,1
rich flavor,Grocery_and_Gourmet_Food,1
hot sauce,Grocery_and_Gourmet_Food,1
hot peppers,Grocery_and_Gourmet_Food,1
hot food,Grocery_and_Gourmet_Food,1
spicy food,Grocery_and_Gourmet_Food,1
peanut butter flavor,Grocery_and_Gourmet_Food,1
orange flavor,Grocery_and_Gourmet_Food,1
chocolate flavor,Grocery_and_Gourmet_Food,1
gf pasta,Grocery_and_Gourmet_Food,1
hot chocolate,Grocery_and_Gourmet_Food,1
ice cream cake,Grocery_and_Gourmet_Food,1
pie filling,Grocery_and_Gourmet_Food,1
butter cookies,Grocery_and_Gourmet_Food,1
black pepper,Grocery_and_Gourmet_Food,1
yum yum,Grocery_and_Gourmet_Food,1
chocolate lover,Grocery_and_Gourmet_Food,1
tasty sauce,Grocery_and_Gourmet_Food,1
red hots,Grocery_and_Gourmet_Food,1
hot cereal,Grocery_and_Gourmet_Food,1
stir fry,Grocery_and_Gourmet_Food,1
home office,Office_Products,1
new office,Office_Products,1
small office,Office_Products,1
law office,Office_Products,1
home business,Office_Products,1
office supplies,Office_Products,1
new home,Office_Products,1
nursing home,Office_Products,1
medical office,Office_Products,1
home use,Office_Products,1
office depot,Office_Products,1
office supply stores,Office_Products,1
office max,Office_Products,1
desk at home,Office_Products,1
home depot,Office_Products,1
home computer,Office_Products,1
office use,Office_Products,1
office needs,Office_Products,1
office setting,Office_Products,1
office space,Office_Products,1
office desk,Office_Products,1
track of appointments,Office_Products,1
office door,Office_Products,1
home printer,Office_Products,1
post office,Office_Products,1
home depot,Patio_Lawn_and_Garden,1
retail store,Patio_Lawn_and_Garden,1
dollar store,Patio_Lawn_and_Garden,1
big box store,Patio_Lawn_and_Garden,1
hardware store,Patio_Lawn_and_Garden,1
repair shop,Patio_Lawn_and_Garden,1
new home,Patio_Lawn_and_Garden,1
real bargain,Patio_Lawn_and_Garden,1
free shipping,Patio_Lawn_and_Garden,1
home use,Patio_Lawn_and_Garden,1
home decor,Patio_Lawn_and_Garden,1
time of purchase,Patio_Lawn_and_Garden,1
discount in exchange,Patio_Lawn_and_Garden,1
cheap price,Patio_Lawn_and_Garden,1
second purchase,Patio_Lawn_and_Garden,1
golf cart,Patio_Lawn_and_Garden,1
local store,Patio_Lawn_and_Garden,1
check valve,Patio_Lawn_and_Garden,1
kind of cheap,Patio_Lawn_and_Garden,1
worth buying,Patio_Lawn_and_Garden,1
garage sale,Patio_Lawn_and_Garden,1
return shipping,Patio_Lawn_and_Garden,1
cheap flag,Patio_Lawn_and_Garden,1
delivery date,Patio_Lawn_and_Garden,1
beach house,Patio_Lawn_and_Garden,1
same size,Arts_Crafts_and_Sewing,1
actual size,Arts_Crafts_and_Sewing,1
different size,Arts_Crafts_and_Sewing,1
correct size,Arts_Crafts_and_Sewing,1
small size,Arts_Crafts_and_Sewing,1
decent size,Arts_Crafts_and_Sewing,1
large size,Arts_Crafts_and_Sewing,1
full size,Arts_Crafts_and_Sewing,1
next size,Arts_Crafts_and_Sewing,1
length of time,Arts_Crafts_and_Sewing,1
uniform size,Arts_Crafts_and_Sewing,1
uniform in size,Arts_Crafts_and_Sewing,1
size description,Arts_Crafts_and_Sewing,1
hole size,Arts_Crafts_and_Sewing,1
inches in length,Arts_Crafts_and_Sewing,1
matter of fact,Arts_Crafts_and_Sewing,1
straight line,Arts_Crafts_and_Sewing,1
same time,Arts_Crafts_and_Sewing,1
right amount,Arts_Crafts_and_Sewing,1
plenty of time,Arts_Crafts_and_Sewing,1
end caps,Arts_Crafts_and_Sewing,1
paper weight,Arts_Crafts_and_Sewing,1
back side,Arts_Crafts_and_Sewing,1
sorts of things,Arts_Crafts_and_Sewing,1
hard time,Arts_Crafts_and_Sewing,1
new car,Automotive,1
cheap price,Automotive,1
cheap replacement,Automotive,1
cheap material,Automotive,1
cheap product,Automotive,1
cheap feeling,Automotive,1
cheap junk,Automotive,1
super cheap,Automotive,1
kind of cheap,Automotive,1
dealer price,Automotive,1
dealer cost,Automotive,1
new pump,Automotive,1
car key,Automotive,1
free shipping,Automotive,1
car parts,Automotive,1
fit car,Automotive,2
first car,Automotive,1
car battery,Automotive,1
car look,Automotive,1
car clean,Automotive,1
year old car,Automotive,1
new look,Automotive,1
car drives,Automotive,1
expensive brands,Automotive,1
honda dealer,Automotive,1
birthday party,Grocery_and_Gourmet_Food,1
happy birthday,Grocery_and_Gourmet_Food,1
thank u,Grocery_and_Gourmet_Food,1
thanks amazon,Grocery_and_Gourmet_Food,1
first birthday,Grocery_and_Gourmet_Food,1
hello kitty,Grocery_and_Gourmet_Food,1
dear friend,Grocery_and_Gourmet_Food,1
birthday present,Grocery_and_Gourmet_Food,1
birthday gift,Grocery_and_Gourmet_Food,1
fine grind,Grocery_and_Gourmet_Food,3
taste ok,Grocery_and_Gourmet_Food,1
first place,Grocery_and_Gourmet_Food,1
wee bit,Grocery_and_Gourmet_Food,1
ok product,Grocery_and_Gourmet_Food,1
brother in law,Grocery_and_Gourmet_Food,1
birthday girl,Grocery_and_Gourmet_Food,1
cant wait,Grocery_and_Gourmet_Food,1
birthday cupcakes,Grocery_and_Gourmet_Food,1
only place,Grocery_and_Gourmet_Food,1
little guys,Grocery_and_Gourmet_Food,1
party favor,Grocery_and_Gourmet_Food,1
same name,Grocery_and_Gourmet_Food,1
right mind,Grocery_and_Gourmet_Food,1
love em,Grocery_and_Gourmet_Food,1
whole thing,Grocery_and_Gourmet_Food,1
different colors,Office_Products,1
assorted colors,Office_Products,1
variety of colors,Office_Products,1
various colors,Office_Products,1
multiple colors,Office_Products,1
yellow color,Office_Products,1
vibrant colors,Office_Products,1
bright colors,Office_Products,1
true colors,Office_Products,1
bold colors,Office_Products,1
fun colors,Office_Products,1
rich colors,Office_Products,1
colored pencils,Office_Products,1
signs of wear,Office_Products,1
yellow cartridge,Office_Products,4
different printers,Office_Products,1
polka dots,Office_Products,1
different pen,Office_Products,1
shirt pocket,Office_Products,1
durable material,Office_Products,1
color choices,Office_Products,1
color selection,Office_Products,1
different designs,Office_Products,1
actual color,Office_Products,1
different ways,Office_Products,1
flag pole,Patio_Lawn_and_Garden,1
umbrella pole,Patio_Lawn_and_Garden,1
bay window,Patio_Lawn_and_Garden,1
kitchen window,Patio_Lawn_and_Garden,1
time frame,Patio_Lawn_and_Garden,1
light fixture,Patio_Lawn_and_Garden,1
light blue,Patio_Lawn_and_Garden,1
little light,Patio_Lawn_and_Garden,1
led lights,Patio_Lawn_and_Garden,1
uv light,Patio_Lawn_and_Garden,1
window sill,Patio_Lawn_and_Garden,1
american flag,Patio_Lawn_and_Garden,1
usa flag,Patio_Lawn_and_Garden,1
mounting hardware,Patio_Lawn_and_Garden,1
light weight,Patio_Lawn_and_Garden,1
degree angle,Patio_Lawn_and_Garden,1
easy assembly,Patio_Lawn_and_Garden,1
window box,Patio_Lawn_and_Garden,1
light bulb,Patio_Lawn_and_Garden,1
flag material,Patio_Lawn_and_Garden,1
wall hanging,Patio_Lawn_and_Garden,1
light duty,Patio_Lawn_and_Garden,1
inside diameter,Patio_Lawn_and_Garden,1
new bolts,Patio_Lawn_and_Garden,1
light use,Patio_Lawn_and_Garden,1
baby blanket,Arts_Crafts_and_Sewing,1
tie blanket,Arts_Crafts_and_Sewing,1
baby quilt,Arts_Crafts_and_Sewing,1
baby boy,Arts_Crafts_and_Sewing,1
baby girl,Arts_Crafts_and_Sewing,1
little boy,Arts_Crafts_and_Sewing,1
new baby,Arts_Crafts_and_Sewing,1
little guys,Arts_Crafts_and_Sewing,1
baby sweater,Arts_Crafts_and_Sewing,1
baby clothes,Arts_Crafts_and_Sewing,1
baby shower,Arts_Crafts_and_Sewing,1
cotton thread,Arts_Crafts_and_Sewing,1
cotton yarn,Arts_Crafts_and_Sewing,1
baby pink,Arts_Crafts_and_Sewing,1
baby blue,Arts_Crafts_and_Sewing,1
hello kitty,Arts_Crafts_and_Sewing,1
cotton fabric,Arts_Crafts_and_Sewing,1
teddy bears,Arts_Crafts_and_Sewing,1
wooden handle,Arts_Crafts_and_Sewing,1
baby items,Arts_Crafts_and_Sewing,1
wooden needles,Arts_Crafts_and_Sewing,1
baby gift,Arts_Crafts_and_Sewing,1
wooden box,Arts_Crafts_and_Sewing,1
wooden frame,Arts_Crafts_and_Sewing,1
little rough,Arts_Crafts_and_Sewing,1
dodge ram,Automotive,1
dodge avenger,Automotive,1
dodge charger,Automotive,1
dodge dakota,Automotive,1
dodge stratus,Automotive,1
dodge challenger,Automotive,1
dodge durango,Automotive,1
dodge truck,Automotive,1
dodge journey,Automotive,1
dodge neon,Automotive,1
dodge magnum,Automotive,1
dodge caravan,Automotive,1
dodge grand caravan,Automotive,1
socket wrench,Automotive,1
much cooler,Automotive,1
oil cooler,Automotive,1
thermostat housing,Automotive,1
car cooler,Automotive,1
maf sensor,Automotive,1
center console,Automotive,1
mitsubishi eclipse,Automotive,1
quad cab,Automotive,1
ford explorer,Automotive,1
cabin filter,Automotive,1
backup lights,Automotive,1
tea bags,Grocery_and_Gourmet_Food,1
lunch bag,Grocery_and_Gourmet_Food,1
small bag,Grocery_and_Gourmet_Food,1
individual bags,Grocery_and_Gourmet_Food,1
ziplock bag,Grocery_and_Gourmet_Food,1
bag of candy,Grocery_and_Gourmet_Food,1
goodie bags,Grocery_and_Gourmet_Food,1
iced tea,Grocery_and_Gourmet_Food,1
ice tea,Grocery_and_Gourmet_Food,1
chamomile tea,Grocery_and_Gourmet_Food,1
loose tea,Grocery_and_Gourmet_Food,1
herbal tea,Grocery_and_Gourmet_Food,1
strong tea,Grocery_and_Gourmet_Food,1
green tea,Grocery_and_Gourmet_Food,1
milk tea,Grocery_and_Gourmet_Food,1
bubble tea,Grocery_and_Gourmet_Food,1
chai tea,Grocery_and_Gourmet_Food,1
morning tea,Grocery_and_Gourmet_Food,1
only tea,Grocery_and_Gourmet_Food,1
tea party,Grocery_and_Gourmet_Food,1
fantastic tea,Grocery_and_Gourmet_Food,1
delicious tea,Grocery_and_Gourmet_Food,1
tasty tea,Grocery_and_Gourmet_Food,1
tea lovers,Grocery_and_Gourmet_Food,1
tea for years,Grocery_and_Gourmet_Food,1
desk at work,Office_Products,1
work desk,Office_Products,1
desk at home,Office_Products,1
office desk,Office_Products,1
computer desk,Office_Products,1
office at work,Office_Products,1
cubicle at work,Office_Products,1
desk pad,Office_Products,1
desk top,Office_Products,1
day at work,Office_Products,1
use at work,Office_Products,1
badge at work,Office_Products,1
small desk,Office_Products,1
wall at work,Office_Products,1
new desk,Office_Products,1
lap desk,Office_Products,1
desk calendar,Office_Products,1
hard time,Office_Products,1
classy look,Office_Products,1
desk drawer,Office_Products,1
desk chair,Office_Products,1
stick well,Office_Products,1
small office,Office_Products,1
little heavier,Office_Products,1
work keys,Office_Products,1
right part,Patio_Lawn_and_Garden,1
correct part,Patio_Lawn_and_Garden,1
genuine part,Patio_Lawn_and_Garden,1
original part,Patio_Lawn_and_Garden,4
bottom part,Patio_Lawn_and_Garden,1
broken part,Patio_Lawn_and_Garden,1
small part,Patio_Lawn_and_Garden,1
replacement part,Patio_Lawn_and_Garden,1
new part,Patio_Lawn_and_Garden,1
top part,Patio_Lawn_and_Garden,1
whole season,Patio_Lawn_and_Garden,1
entire season,Patio_Lawn_and_Garden,1
first season,Patio_Lawn_and_Garden,1
next season,Patio_Lawn_and_Garden,1
fall season,Patio_Lawn_and_Garden,1
same part number,Patio_Lawn_and_Garden,1
hard part,Patio_Lawn_and_Garden,1
only part,Patio_Lawn_and_Garden,1
important part,Patio_Lawn_and_Garden,1
